,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,2021-01-04,13.071977506808821,13.618877503844603,12.930576266277006,13.081204414367676,560640000,0.0,0.0
1,2021-01-05,13.067488310903324,13.410391744632465,13.054770038071943,13.371737480163574,322760000,0.0,0.0
2,2021-01-06,13.189936575245168,13.212381202170784,12.555004688098975,12.583434104919434,580424000,0.0,0.0
3,2021-01-07,12.935565214477476,13.344805571107088,12.85476531385476,13.311138153076172,461480000,0.0,0.0
4,2021-01-08,13.32959132854074,13.38794659394582,13.009880275747017,13.244051933288574,292528000,0.0,0.0
5,2021-01-11,13.385701746569248,13.926616910172932,13.329590661132313,13.587952613830566,518344000,0.0,0.0
6,2021-01-12,13.71863037424702,13.72062625543658,13.31213463687257,13.451539993286133,291476000,0.0,0.0
7,2021-01-13,13.456777395131105,13.591445153409653,13.35203643957601,13.498424530029297,210028000,0.0,0.0
8,2021-01-14,13.541566083608362,13.56625488355178,13.148037914257461,13.167738914489746,283120000,0.0,0.0
9,2021-01-15,13.19542157006497,13.292432046077069,12.816856771573212,12.827829360961914,277780000,0.0,0.0
10,2021-01-19,12.984192127905477,13.061750844066697,12.81236656536925,12.993170738220215,226188000,0.0,0.0
11,2021-01-20,13.079458176380768,13.397423542920652,13.024594276676604,13.332833290100098,258572000,0.0,0.0
12,2021-01-21,13.385452763453602,13.964772952208799,13.220360670139927,13.83334732055664,337780000,0.0,0.0
13,2021-01-22,13.706160528106096,13.807660308374063,13.593688158581003,13.678728103637695,246820000,0.0,0.0
14,2021-01-25,13.747806686637734,13.794441614669076,13.203899642454068,13.619623184204102,251112000,0.0,0.0
15,2021-01-26,13.547053241044877,13.611144996862,13.354528726290892,13.402161598205566,163980000,0.0,0.0
16,2021-01-27,13.197416918600158,13.200160541697189,12.762241574242164,12.885936737060547,371272000,0.0,0.0
17,2021-01-28,12.964242353142089,13.30689650156084,12.928580011846831,13.0188570022583,228316000,0.0,0.0
18,2021-01-29,13.04279981179055,13.301910486891888,12.87970263311786,12.957759857177734,271552000,0.0,0.0
19,2021-02-01,13.021102454264463,13.238066523666763,12.870972812467405,13.204400062561035,217204000,0.0,0.0
20,2021-02-02,13.365751296419909,13.538573855544984,13.252779482690126,13.523362159729004,220440000,0.0,0.0
21,2021-02-03,13.60241656510835,13.897438800345993,13.483211664492718,13.497177124023438,245408000,0.0,0.0
22,2021-02-04,13.497675055934584,13.63982402098954,13.304901302191219,13.630597114562988,201340000,0.0,0.0
23,2021-02-05,13.691198301743308,13.703418079036277,13.512389045189632,13.557527542114258,169152000,0.0,0.0
24,2021-02-08,13.693441815955818,14.43810330683704,13.693441815955818,14.403189659118652,434624000,0.0,0.0
25,2021-02-09,14.305432193609027,14.547335283431467,14.18747351923651,14.228123664855957,287560000,0.0,0.0
26,2021-02-10,14.427630708144513,14.86829235961098,14.306180670423197,14.727889060974121,485352000,0.0,0.0
27,2021-02-11,14.943356097394384,15.234636759585007,14.888242002982686,15.213189125061035,450828000,0.0,0.0
28,2021-02-12,15.012934499707077,15.25359037843471,14.738611208971765,14.924403190612793,374756000,0.0,0.0
